ID_Venta,Fecha,Hora,Farmacia,Vendedor,Tipo_Cliente,ID_Medicamento,Nombre_Medicamento,Fabricante,Tipo_ATC,Cantidad,Precio_Unitario,Costo_Unitario
1445,2025-10-08,11:15:31,San Bernardo,Diego Sánchez,Hospital,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,145,2945.0,1500
1446,2025-10-31,14:56:17,Maipú,Laura Jiménez,Minorista,M-1,Paracetamol 500mg,Laboratorios A,Analgésico,6,1500,750
1447,2025-10-13,12:31:35,Las Condes,Luis Fernández,Mayorista,M-8,Aspirina 100mg,Bayer,Analgésico,114,2835.0,2000
1448,2025-10-30,14:48:13,Santiago,Pedro López,Minorista,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,2,2300,1200
1449,2025-10-30,20:56:55,Santiago,Pedro López,Mayorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,449,2340.0,1400
1450,2025-10-30,20:41:36,Peñalolén,María Rodríguez,Hospital,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,191,12112.5,7000
1451,2025-10-01,13:05:16,Las Condes,Carlos Ruiz,Minorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,1,2100,1200
1452,2025-10-19,19:20:11,San Bernardo,Ricardo Vera,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,2,2250,1200
1453,2025-10-07,10:55:07,Maipú,Laura Jiménez,Mayorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,462,1890.0,1200
1454,2025-10-24,19:33:53,Santiago,Juan Pérez,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,3,2250,1200
1455,2025-10-25,15:40:43,Maipú,Laura Jiménez,Mayorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,354,11475.0,7000
1456,2025-10-29,13:37:59,Las Condes,Luis Fernández,Mayorista,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,120,1395.0,800
1457,2025-10-13,12:00:25,San Bernardo,Diego Sánchez,Minorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,2,2600,1400
1458,2025-10-03,18:27:52,Las Condes,Luis Fernández,Mayorista,M-8,Aspirina 100mg,Bayer,Analgésico,437,2835.0,2000
1459,2025-10-22,15:01:48,Las Condes,Carlos Ruiz,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,1,2750,1500
1460,2025-10-04,10:01:13,Las Condes,Luis Fernández,Hospital,M-7,Metformina 850mg,Laboratorios G,Antidiabético,160,2612.5,1500
1461,2025-10-14,17:33:09,San Bernardo,Diego Sánchez,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,1,3100,1500
1462,2025-10-22,13:33:46,Maipú,Laura Jiménez,Minorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,1,2100,1200
1463,2025-10-03,09:13:24,Las Condes,Luis Fernández,Minorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,3,2600,1400
1464,2025-10-07,09:11:03,Santiago,Juan Pérez,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,4,3100,1500
1465,2025-10-17,20:49:53,Maipú,Laura Jiménez,Hospital,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,49,1472.5,800
1466,2025-10-05,09:08:22,Santiago,Juan Pérez,Minorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,1,12750,7000
1467,2025-10-15,08:04:21,Las Condes,Luis Fernández,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,3,3100,1500
1468,2025-10-18,20:53:45,Santiago,Pedro López,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,2,2250,1200
1469,2025-10-17,15:47:05,Santiago,Juan Pérez,Minorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,3,2600,1400
1470,2025-10-07,09:22:17,Santiago,Juan Pérez,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,5,3150,2000
1471,2025-10-18,16:40:55,Las Condes,Luis Fernández,Mayorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,494,2025.0,1200
1472,2025-10-20,13:31:10,Las Condes,Luis Fernández,Hospital,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,24,1472.5,800
1473,2025-10-16,13:14:13,Las Condes,Carlos Ruiz,Minorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,2,2600,1400
1474,2025-10-09,08:49:20,Peñalolén,María Rodríguez,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,1,2250,1200
1475,2025-10-31,20:52:17,Las Condes,Carlos Ruiz,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,3,3100,1500
1476,2025-10-24,12:24:35,San Bernardo,Ricardo Vera,Minorista,M-1,Paracetamol 500mg,Laboratorios A,Analgésico,6,1500,750
1477,2025-10-10,13:55:01,Maipú,Laura Jiménez,Hospital,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,188,12112.5,7000
1478,2025-10-17,10:42:42,Santiago,Pedro López,Minorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,2,2600,1400
1479,2025-10-23,17:07:24,Santiago,Pedro López,Minorista,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,3,1550,800
1480,2025-10-20,14:56:43,San Bernardo,Ricardo Vera,Mayorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,243,2790.0,1500
1481,2025-10-01,16:03:07,Las Condes,Luis Fernández,Minorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,2,2600,1400
1482,2025-10-01,15:42:48,Maipú,Laura Jiménez,Hospital,M-7,Metformina 850mg,Laboratorios G,Antidiabético,193,2612.5,1500
1483,2025-10-09,17:13:22,Santiago,Pedro López,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,3,2750,1500
1484,2025-10-22,19:02:01,Las Condes,Carlos Ruiz,Minorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,1,2600,1400
1485,2025-10-23,16:01:08,Santiago,Pedro López,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,2,2750,1500
1486,2025-10-28,19:29:58,Maipú,Sofía Torres,Mayorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,380,2025.0,1200
1487,2025-10-18,18:00:31,Peñalolén,Ana Gómez,Hospital,M-1,Paracetamol 500mg,Laboratorios A,Analgésico,122,1425.0,750
1488,2025-10-06,11:01:29,Santiago,Juan Pérez,Minorista,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,7,2300,1200
1489,2025-10-02,18:57:27,Santiago,Juan Pérez,Minorista,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,1,2300,1200
1490,2025-10-21,20:45:48,Las Condes,Carlos Ruiz,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,6,3150,2000
1491,2025-10-11,20:03:33,Las Condes,Luis Fernández,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,6,3150,2000
1492,2025-10-13,13:02:18,Santiago,Pedro López,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,4,3100,1500
1493,2025-10-01,17:12:10,Maipú,Laura Jiménez,Mayorista,M-1,Paracetamol 500mg,Laboratorios A,Analgésico,435,1350.0,750
1494,2025-10-22,17:41:06,Santiago,Pedro López,Minorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,2,2100,1200
1495,2025-10-16,08:25:32,Peñalolén,María Rodríguez,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,3,2250,1200
1496,2025-10-25,10:20:10,San Bernardo,Ricardo Vera,Minorista,M-1,Paracetamol 500mg,Laboratorios A,Analgésico,3,1500,750
1497,2025-10-09,15:08:55,Las Condes,Luis Fernández,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,2,2250,1200
1498,2025-10-21,14:55:58,Las Condes,Carlos Ruiz,Hospital,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,130,1472.5,800
1499,2025-10-07,21:22:48,Las Condes,Luis Fernández,Minorista,M-1,Paracetamol 500mg,Laboratorios A,Analgésico,6,1500,750
1500,2025-10-19,19:45:00,San Bernardo,Ricardo Vera,Minorista,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,2,1550,800
1501,2025-10-28,11:25:01,Las Condes,Luis Fernández,Minorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,1,12750,7000
1502,2025-10-27,20:51:52,Santiago,Juan Pérez,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,1,2750,1500
1503,2025-10-08,08:22:26,Maipú,Sofía Torres,Minorista,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,2,1550,800
1504,2025-10-24,16:42:33,Las Condes,Luis Fernández,Minorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,2,2100,1200
1505,2025-10-08,13:36:49,Maipú,Sofía Torres,Mayorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,197,2340.0,1400
1506,2025-10-12,18:51:31,San Bernardo,Diego Sánchez,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,1,2750,1500
1507,2025-10-13,15:34:51,San Bernardo,Diego Sánchez,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,3,2250,1200
1508,2025-10-02,08:39:39,Las Condes,Carlos Ruiz,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,3,2750,1500
1509,2025-10-26,18:12:15,Peñalolén,María Rodríguez,Minorista,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,4,2300,1200
1510,2025-10-31,17:06:24,San Bernardo,Diego Sánchez,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,4,3100,1500
1511,2025-10-03,11:34:22,Maipú,Sofía Torres,Hospital,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,60,1472.5,800
1512,2025-10-01,15:51:01,Maipú,Sofía Torres,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,2,2750,1500
1513,2025-10-07,15:29:04,Santiago,Juan Pérez,Minorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,2,2600,1400
1514,2025-10-16,11:03:51,San Bernardo,Ricardo Vera,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,5,3100,1500
1515,2025-10-27,15:00:27,Santiago,Juan Pérez,Mayorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,493,11475.0,7000
1516,2025-10-07,13:53:23,Maipú,Sofía Torres,Mayorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,493,2340.0,1400
1517,2025-10-14,16:17:18,Santiago,Pedro López,Mayorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,478,11475.0,7000
1518,2025-10-14,16:02:53,San Bernardo,Ricardo Vera,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,1,3100,1500
1519,2025-10-28,15:08:05,Las Condes,Luis Fernández,Minorista,M-1,Paracetamol 500mg,Laboratorios A,Analgésico,8,1500,750
1520,2025-10-10,16:04:11,Maipú,Sofía Torres,Hospital,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,111,12112.5,7000
1521,2025-10-23,10:06:42,Las Condes,Luis Fernández,Mayorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,201,2340.0,1400
1522,2025-10-07,13:31:04,Maipú,Laura Jiménez,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,3,3100,1500
1523,2025-10-25,20:40:30,Las Condes,Luis Fernández,Hospital,M-7,Metformina 850mg,Laboratorios G,Antidiabético,198,2612.5,1500
1524,2025-10-21,10:23:25,Santiago,Juan Pérez,Minorista,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,7,2300,1200
1525,2025-10-06,19:31:58,Santiago,Pedro López,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,6,3150,2000
1526,2025-10-15,16:38:28,San Bernardo,Ricardo Vera,Minorista,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,2,1550,800
1527,2025-10-29,15:22:07,Santiago,Juan Pérez,Minorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,1,2600,1400
1528,2025-10-01,17:55:00,Maipú,Sofía Torres,Minorista,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,1,1550,800
1529,2025-10-17,14:40:31,Santiago,Pedro López,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,2,3100,1500
1530,2025-10-19,10:17:13,Maipú,Sofía Torres,Minorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,2,2100,1200
1531,2025-10-05,12:48:42,Santiago,Pedro López,Minorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,2,12750,7000
1532,2025-10-29,15:16:16,Santiago,Pedro López,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,3,2250,1200
1533,2025-10-06,08:01:46,Las Condes,Carlos Ruiz,Minorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,1,2600,1400
1534,2025-10-27,14:53:19,Santiago,Juan Pérez,Minorista,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,6,2300,1200
1535,2025-10-10,13:16:05,Las Condes,Carlos Ruiz,Mayorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,200,2790.0,1500
1536,2025-10-14,14:49:12,Las Condes,Carlos Ruiz,Mayorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,204,2790.0,1500
1537,2025-10-03,19:08:40,Las Condes,Carlos Ruiz,Minorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,1,2100,1200
1538,2025-10-17,11:38:43,San Bernardo,Diego Sánchez,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,5,3100,1500
1539,2025-10-13,19:26:49,Las Condes,Carlos Ruiz,Mayorista,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,152,1395.0,800
1540,2025-10-05,21:13:57,Santiago,Juan Pérez,Minorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,2,2600,1400
1541,2025-10-07,10:05:22,San Bernardo,Diego Sánchez,Minorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,3,12750,7000
1542,2025-10-11,11:12:22,Peñalolén,María Rodríguez,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,3,3150,2000
1543,2025-10-27,17:18:09,Las Condes,Luis Fernández,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,1,2750,1500
1544,2025-10-13,10:31:40,Las Condes,Carlos Ruiz,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,7,3150,2000
1545,2025-10-17,12:10:09,Santiago,Juan Pérez,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,3,3100,1500
1546,2025-10-02,09:20:20,Las Condes,Luis Fernández,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,1,2750,1500
1547,2025-10-26,11:00:06,Santiago,Juan Pérez,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,4,3100,1500
1548,2025-10-15,13:46:27,Las Condes,Luis Fernández,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,1,2250,1200
1549,2025-10-13,12:09:48,Santiago,Juan Pérez,Mayorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,493,2790.0,1500
1550,2025-10-21,12:33:48,San Bernardo,Ricardo Vera,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,2,2750,1500
1551,2025-10-22,14:45:32,San Bernardo,Ricardo Vera,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,2,2250,1200
1552,2025-10-04,12:00:58,Maipú,Laura Jiménez,Mayorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,130,2025.0,1200
1553,2025-10-10,14:07:54,Santiago,Juan Pérez,Hospital,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,99,2185.0,1200
1554,2025-10-13,17:09:06,Maipú,Sofía Torres,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,4,3100,1500
1555,2025-10-30,15:50:15,San Bernardo,Diego Sánchez,Minorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,4,12750,7000
1556,2025-10-25,08:44:31,Santiago,Juan Pérez,Minorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,2,12750,7000
1557,2025-10-11,17:22:49,Las Condes,Carlos Ruiz,Minorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,2,12750,7000
1558,2025-10-24,15:19:07,Las Condes,Luis Fernández,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,2,3150,2000
1559,2025-10-24,16:37:48,Las Condes,Luis Fernández,Minorista,M-1,Paracetamol 500mg,Laboratorios A,Analgésico,8,1500,750
1560,2025-10-13,12:57:13,San Bernardo,Diego Sánchez,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,4,3150,2000
1561,2025-10-22,16:26:35,Las Condes,Luis Fernández,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,4,3150,2000
1562,2025-10-29,12:10:33,Las Condes,Carlos Ruiz,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,4,3150,2000
1563,2025-10-30,12:36:08,Las Condes,Carlos Ruiz,Minorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,3,2100,1200
1564,2025-10-22,08:31:36,Santiago,Pedro López,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,2,2250,1200
1565,2025-10-13,14:38:03,San Bernardo,Ricardo Vera,Hospital,M-7,Metformina 850mg,Laboratorios G,Antidiabético,139,2612.5,1500
1566,2025-10-30,12:33:53,San Bernardo,Diego Sánchez,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,1,3150,2000
1567,2025-10-26,19:26:53,Maipú,Sofía Torres,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,3,3150,2000
1568,2025-10-22,12:54:10,Santiago,Pedro López,Mayorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,93,2475.0,1500
1569,2025-10-01,09:29:24,Peñalolén,Ana Gómez,Mayorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,163,1890.0,1200
1570,2025-10-16,11:48:18,Santiago,Pedro López,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,3,3100,1500
1571,2025-10-02,21:48:44,Santiago,Juan Pérez,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,8,3150,2000
1572,2025-10-28,16:32:23,Maipú,Laura Jiménez,Mayorista,M-8,Aspirina 100mg,Bayer,Analgésico,465,2835.0,2000
1573,2025-10-17,16:35:44,Santiago,Pedro López,Mayorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,409,2340.0,1400
1574,2025-10-27,20:25:03,Maipú,Sofía Torres,Minorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,5,12750,7000
1575,2025-10-20,19:31:42,Santiago,Pedro López,Minorista,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,1,2300,1200
1576,2025-10-18,14:39:06,Peñalolén,Ana Gómez,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,2,2250,1200
1577,2025-10-07,18:01:49,Santiago,Pedro López,Minorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,1,12750,7000
1578,2025-10-24,15:48:00,Santiago,Juan Pérez,Mayorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,179,2340.0,1400
1579,2025-10-16,21:47:24,Las Condes,Carlos Ruiz,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,1,2250,1200
1580,2025-10-21,21:00:01,Maipú,Laura Jiménez,Minorista,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,1,2300,1200
1581,2025-10-22,13:12:16,San Bernardo,Diego Sánchez,Mayorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,262,1890.0,1200
1582,2025-10-21,16:09:02,Maipú,Sofía Torres,Minorista,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,7,2300,1200
1583,2025-10-31,08:33:25,Santiago,Pedro López,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,3,3150,2000
1584,2025-10-20,11:19:36,Las Condes,Carlos Ruiz,Minorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,2,2600,1400
1585,2025-10-12,14:23:11,Santiago,Juan Pérez,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,2,2750,1500
1586,2025-10-06,21:30:29,Santiago,Pedro López,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,1,2250,1200
1587,2025-10-23,11:05:24,Las Condes,Carlos Ruiz,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,5,3150,2000
1588,2025-10-13,21:05:15,Maipú,Sofía Torres,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,4,3100,1500
1589,2025-10-10,15:15:09,Las Condes,Carlos Ruiz,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,4,3150,2000
1590,2025-10-17,20:12:55,Las Condes,Luis Fernández,Mayorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,439,11475.0,7000
1591,2025-10-05,11:14:36,San Bernardo,Ricardo Vera,Hospital,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,84,2470.0,1400
1592,2025-10-06,17:24:20,Santiago,Juan Pérez,Minorista,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,1,1550,800
1593,2025-10-04,17:38:11,Las Condes,Luis Fernández,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,2,3100,1500
1594,2025-10-26,21:49:19,Santiago,Pedro López,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,3,2250,1200
1595,2025-10-18,19:29:01,Las Condes,Carlos Ruiz,Minorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,3,12750,7000
1596,2025-10-08,18:36:27,Las Condes,Luis Fernández,Minorista,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,1,1550,800
1597,2025-10-19,13:49:48,Las Condes,Carlos Ruiz,Minorista,M-1,Paracetamol 500mg,Laboratorios A,Analgésico,5,1500,750
1598,2025-10-18,20:33:47,Las Condes,Luis Fernández,Hospital,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,38,1995.0,1200
1599,2025-10-14,11:34:20,Santiago,Pedro López,Minorista,M-6,Sertralina 50mg,Farmacéutica F,Antidepresivo,2,2600,1400
1600,2025-10-02,12:50:19,Las Condes,Carlos Ruiz,Hospital,M-8,Aspirina 100mg,Bayer,Analgésico,191,2992.5,2000
1601,2025-10-04,12:24:04,Peñalolén,María Rodríguez,Minorista,M-1,Paracetamol 500mg,Laboratorios A,Analgésico,6,1500,750
1602,2025-10-03,09:21:08,Las Condes,Carlos Ruiz,Hospital,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,95,2185.0,1200
1603,2025-10-22,10:27:45,Las Condes,Luis Fernández,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,3,2250,1200
1604,2025-10-02,16:37:21,Las Condes,Carlos Ruiz,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,1,2750,1500
1605,2025-10-03,13:27:51,Las Condes,Luis Fernández,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,1,2250,1200
1606,2025-10-05,13:40:36,Peñalolén,Ana Gómez,Minorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,3,2100,1200
1607,2025-10-04,19:52:54,Maipú,Sofía Torres,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,1,2750,1500
1608,2025-10-04,16:53:38,Maipú,Sofía Torres,Minorista,M-1,Paracetamol 500mg,Laboratorios A,Analgésico,1,1500,750
1609,2025-10-03,19:07:44,Santiago,Juan Pérez,Hospital,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,141,2185.0,1200
1610,2025-10-24,18:18:38,Peñalolén,María Rodríguez,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,5,3150,2000
1611,2025-10-12,09:18:39,San Bernardo,Ricardo Vera,Minorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,3,12750,7000
1612,2025-10-15,17:47:03,Las Condes,Carlos Ruiz,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,4,3150,2000
1613,2025-10-06,13:50:20,Santiago,Pedro López,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,5,3100,1500
1614,2025-10-02,14:31:29,Las Condes,Carlos Ruiz,Mayorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,81,1890.0,1200
1615,2025-10-08,16:35:09,Santiago,Pedro López,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,1,2250,1200
1616,2025-10-28,15:36:30,Peñalolén,María Rodríguez,Mayorista,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,337,1395.0,800
1617,2025-10-28,10:35:02,Peñalolén,Ana Gómez,Hospital,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,45,1472.5,800
1618,2025-10-26,20:33:02,Santiago,Juan Pérez,Minorista,M-1,Paracetamol 500mg,Laboratorios A,Analgésico,8,1500,750
1619,2025-10-20,18:33:12,Las Condes,Carlos Ruiz,Mayorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,284,1890.0,1200
1620,2025-10-19,21:20:20,Santiago,Pedro López,Minorista,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,2,2300,1200
1621,2025-10-01,09:19:32,Santiago,Pedro López,Minorista,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,2,3100,1500
1622,2025-10-03,11:56:26,Las Condes,Carlos Ruiz,Minorista,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,2,2300,1200
1623,2025-10-22,21:30:51,Maipú,Sofía Torres,Minorista,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,1,1550,800
1624,2025-10-17,17:55:59,Peñalolén,María Rodríguez,Minorista,M-9,Losartán 50mg,Laboratorios H,Antihipertensivo,3,2100,1200
1625,2025-10-02,14:49:48,Las Condes,Carlos Ruiz,Hospital,M-4,Salbutamol 100mcg,Farmacéutica D,Broncodilatador,27,2945.0,1500
1626,2025-10-02,21:38:04,Peñalolén,María Rodríguez,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,2,2250,1200
1627,2025-10-07,09:02:24,Santiago,Pedro López,Hospital,M-8,Aspirina 100mg,Bayer,Analgésico,85,2992.5,2000
1628,2025-10-10,14:38:03,San Bernardo,Ricardo Vera,Minorista,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,7,2300,1200
1629,2025-10-30,10:40:10,Peñalolén,Ana Gómez,Minorista,M-8,Aspirina 100mg,Bayer,Analgésico,8,3150,2000
1630,2025-10-10,16:09:33,Las Condes,Luis Fernández,Minorista,M-3,Ibuprofeno 400mg,Laboratorios C,AINE,2,2300,1200
1631,2025-10-14,21:27:03,Santiago,Pedro López,Minorista,M-7,Metformina 850mg,Laboratorios G,Antidiabético,1,2750,1500
1632,2025-10-11,20:19:58,Las Condes,Luis Fernández,Minorista,M-5,Omeprazol 20mg,Laboratorios E,Antiácido,3,1550,800
1633,2025-10-20,21:01:23,Santiago,Juan Pérez,Minorista,M-10,Atorvastatina 20mg,Farmacéutica I,Estatina,2,2250,1200
1634,2025-10-01,11:25:14,Santiago,Juan Pérez,Minorista,M-2,Amoxicilina 875mg,Farmacéutica B,Antibiótico,4,12750,7000
